# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"It has been shunted aside by the current Administration at a time when its voice more than ever needs to be heard.",NA,"305",NA
"Religious minorities across the Middle East are being driven from their ancient homelands, fanaticism leaves its bloody mark on both West and East Africa, and even among America’s Western friends and allies, pastors and families are penalized for their religious convictions.",NA,"201",NA
"A Republican Administration will return the advocacy of religious liberty to a central place in our diplomacy.",NA,"201",NA
"America’s Generosity: International Assistance that Makes a Difference",NA,NA,NA
"Americans are the most generous people in the world.",NA,"601",NA
"Apart from the taxpayer dollars our government donates abroad, our foundations, educational institutions, faithbased groups, and committed men and women of charity devote billions of dollars and volunteer hours every year to help the poor and needy around the world.",NA,"201",NA
"This effort, along with commercial investment from the private sector, dwarfs the results from official development assistance",NA,"000",NA
", most of which is based on an outdated, statist, governmenttogovernment model, the proven breeding ground for corruption and mismanagement by foreign kleptocrats.",NA,"304",NA
"Limiting foreign aid spending  helps  keep  taxes lower,  which  frees  more  resources  in  the  private  and  charitable  sectors,  whose  giving tends  to  be  more  effective  and efficient.  ",NA,"401",NA
"Foreign  aid  should  serve our  national  interest, ",NA,"601",NA
"an  essential  part  of  which  is  the  peaceful development  of  less  advanced and  vulnerable  societies  in  critical  parts  of  the  world.",NA,"201",NA
"  Assistance  should  be  seen  as  an alternative  means  of  keeping  the  peace,  far  less  costly in  both  dollars  and  human  lives  than  military  engagement.",NA,"106",NA
"  The  economic  success  and  political  progress  of former  aid  recipients,  from  Latin  America  to  East Asia,  has  justified  our  investment  in  their  future. ",NA,"201",NA
"U.S. aid  should  be  based  on  the  model  of  the  Millennium Challenge  Corporation,  for  which  foreign  governments  must,  in  effect,  compete  for  the  dollars  by showing  respect  for  the  rule  of  law,  free  enterprise, and  measurable  results.",NA,"201",NA
" In  short,  aid  money  should follow  positive  outcomes,  not  pleas  for  more  cash  in the  same  corrupt  official  pockets.",NA,"304",NA
"The effectiveness of our foreign aid has been limited by the cultural agenda of the current Administration,",NA,"305",NA
"attempting to impose on foreign countries, especially the peoples of Africa, legalized abortion and the homosexual rights agenda.",NA,"603",NA
"At the same time, faithbased groups—the sector that has had the best track record in promoting lasting development—have been excluded from grants because they will not conform to the administration’s social agenda.",NA,"603",NA
"We will reverse this tragic course, encourage more involvement by the most effective aid organizations, and trust developing peoples to build their future from the ground up.",NA,"201",NA
"Combating Human Trafficking",NA,NA,NA
"As we approach the 150th anniversary of the Emancipation Proclamation, issued by the first Republican President Abraham Lincoln, we are reminded to be vigilant against human bondage in whatever form it appears.",NA,"201",NA
"We will use the full force of the law against those who engage in modernday forms  of  slavery,  including  the commercial  sexual  exploitation  of children  and  the  forced  labor  of men,  women,  and  children. ",NA,"201",NA
